F1,F2,F3,F4,F5_A,F5_B,F5_C,Y
0.30471707975443135,-0.059282646025932216,-0.4519509798535085,1.249022696873495,1,0,0,1
-1.0399841062404955,-0.7292869363736615,-0.6658777111204364,0.687692185117782,1,0,0,0
0.7504511958064572,-0.4144730658358585,0.43400982345010697,1.9661274713755903,0,1,0,1
0.9405647163912139,0.6339103777337424,0.25185441529500513,-1.5478328327399113,0,1,0,1
-1.9510351886538364,0.002993291199955732,-1.4047915476103274,-0.26536010831425455,0,1,0,0
-1.302179506862318,0.34020997686833787,1.1226782545637386,-0.46252138394282544,0,0,1,0
0.12784040316728537,0.6700792422021898,-0.09419457535083331,-1.9736826764086015,1,0,0,1
-0.3162425923435822,-0.3748414628976096,-1.1109310952157205,1.060327204779694,0,1,0,0
-0.016801157504288795,0.7562481636298061,1.188784114353874,-0.2703965558033584,0,1,0,1
-0.85304392757358,0.37884260345839443,0.625675571596154,0.7396312049865622,1,0,0,0
0.8793979748628286,-1.2348130869114786,-1.2645419919479142,2.3597719343296117,0,0,1,1
0.7777919354289483,1.4423047911862443,1.7771828402577243,-0.3532436918276083,1,0,0,1
0.06603069756121605,-0.5007447437569161,0.6587973683661927,-0.4211529826571552,0,1,0,0
1.1272412069680329,-1.6550953431851838,-0.010196115625046132,0.11866416972399602,0,1,0,1
0.4675093422520456,-1.0450437095863023,1.5902188056217794,0.9872473529834096,0,0,1,0
-0.8592924628832382,-1.021045160678322,0.15929778382964058,-0.5667130253101499,0,1,0,0
0.36875078408249884,0.05217331865753347,-0.02808307510403198,-0.6309615971321306,1,0,0,1
-0.9588826008289989,-0.2738505055462372,-0.660300116021989,1.0571892702413659,0,0,1,0
0.8784503013072725,-0.33683196764059287,0.5818504393070786,0.37863932383803556,0,0,1,1
-0.049925910986252896,0.6197019654824789,0.4766029673239799,-2.0447282630048207,0,1,0,1
-0.18486236354526056,0.3398753611927038,0.014680139889711287,-1.2253917994691081,0,0,1,0
-0.6809295444039414,0.31604787064428624,-0.789986353867603,1.5012358638272103,1,0,0,0
1.2225413386740303,0.40982845732869266,0.12992985416607386,0.4019282830788125,0,1,0,1
-0.15452948206880215,0.6161346680022383,-0.06979878576213788,-0.762195931037249,0,0,1,1
-0.4283278221631072,-2.107953341777443,-1.333474318734201,-0.17040965723498214,1,0,0,0
-0.3521335504882296,-0.3644382522644612,-1.4718123513241856,0.013236672801670204,0,1,0,0
0.5323091855533487,-2.180210064489474,0.5651533788097695,0.7357333602801638,0,0,1,0
0.36544406436407834,0.03605992679779541,-2.601888315051689,-1.3582633948587894,0,0,1,1
0.4127326115959884,-0.00463297222434532,0.20541052696125997,-0.8409491386704581,0,0,1,1
0.43082100300788273,1.0455322747896802,-0.4780830577538245,0.27295575486338886,1,0,0,1
2.1416476008704612,1.1876343927211208,1.3082466068799101,-0.09983458049545033,0,0,1,1
-0.4064150163846156,0.20277504825236733,-0.49346820915387574,0.5718591826367099,1,0,0,0
-0.5122427290715373,-0.5003610773968998,0.659484214251896,-1.2295073973595978,0,1,0,0
-0.8137727282478777,0.48516111254573785,-0.3969138412377916,0.3571286762713211,0,1,0,0
0.6159794225754956,-0.5279176373243135,0.11374815348614345,1.0915836193774722,0,0,1,1
1.1289722927208916,-0.001392651443348899,0.7368365309200512,0.4868185471492834,0,0,1,1
-0.11394745765487507,0.9861363169607678,-0.46255571632458015,0.13911173976159188,0,1,0,1
-0.840156476962528,-0.5577713459894236,0.996554884498404,-0.09588360256597088,0,1,0,0
-0.8244812156912396,0.8056786392425009,-0.9936978771064832,-0.8348511527715018,0,1,0,0
0.6505927878247011,0.6774013686923024,0.2945928425583791,-0.07199859243978847,0,1,0,1
0.7432541712034423,-0.9547918171308215,0.9226397227878528,1.259705852880406,0,1,0,1
0.543154268305195,0.973894128217401,0.6600374917903349,-0.11902850660012523,1,0,0,1
-0.6655097072886943,0.6985663453715051,1.9164448767354103,-0.8898039893484101,0,1,0,0
0.23216132306671977,0.10192588737265744,-0.7634393173106605,-0.4922470887653863,0,0,1,1
0.11668580914072822,-0.7623234580276522,-1.379149251348588,0.20085029727593015,0,1,0,0
0.21868859672901295,-0.85920601857557,-0.9943351084951194,-0.37351399718084694,0,0,1,0
0.8714287779481898,-0.5376625769030224,0.660442566548437,0.4853032830631407,1,0,0,1
0.22359554877468227,0.54259446329196,0.4979229342693786,0.5228437607490304,0,1,0,1
0.6789135630718949,-0.9556251674013979,0.10225665964741577,0.8889831804046482,1,0,0,1
0.06757906948889146,0.4375122486198699,-1.12295704910713,1.4235594722650329,1,0,0,1
0.28911939868998415,-1.2417555288783926,0.7668672933290608,0.9958587243723608,0,1,0,0
0.6312882258385404,-0.20406858443884895,-1.2247047776505404,-0.9342390641479599,1,0,0,1
-1.4571558198556664,0.10964775457400863,1.1589495823768998,-0.9035344465762722,1,0,0,0
-0.31967121635730134,2.4451301450589167,2.857438423139865,-0.07577147645982442,0,1,0,1
-0.4703726542927955,-1.3773156555203674,0.3664511465715505,-0.4511753572394145,0,1,0,0
-0.6388778482433419,1.4720145664901334,0.5831081356577431,-1.1383267269609427,0,1,0,1
-0.27514225122668373,0.14984241398728004,-0.4928597688955594,-0.44169179417299426,1,0,0,0
1.4949413112343959,0.41117191801596314,-1.8102133210868163,-0.474512933619039,0,1,0,1
-0.8658311156932432,0.11834791338820451,-0.6027193630302223,-0.6718477397612058,0,1,0,0
0.9682783545914808,0.444726818195233,-1.0928952410987494,-0.3157894861550056,0,1,0,1
-1.6828697716158048,-0.15368510436201774,-1.4470045764150157,1.178450850318331,0,1,0,0
-0.33488502998577485,1.4540501814574582,1.7223599419956492,0.19923804124923924,1,0,0,1
0.1627530651050056,-0.4564711442247224,0.272862518025773,2.4718090760554694,0,0,1,0
0.5862223313592781,1.1322345721792477,0.37968758061398367,0.17050818601964934,1,0,0,1
0.711226579792855,-0.6443671202130229,-0.30902236519624954,-0.29006577393725175,0,1,0,1
0.7933472351999252,-0.06025184640128695,-0.17287108244343635,0.004132882654866092,1,0,0,1
-0.3487250722484376,-1.0719625522902192,0.9645506822393334,0.25649197844354,0,1,0,0
-0.46235179266456716,0.4550237203475199,-0.03233711869521544,0.43525395717106363,1,0,0,0
0.8579758812571538,1.4451259569265338,0.5306939380247327,2.0767113258590237,0,0,1,1
-0.1913043248816149,-0.07735617982085408,-0.19600429784501586,-0.8453204649775686,1,0,0,0
-1.2756863233379219,-0.19688569870390954,-0.3421528907320472,0.8590460581777356,0,1,0,0
-1.1332872140034806,-1.1146169630679268,-1.406914165601862,0.20775059761412384,1,0,0,0
-0.9194522860016113,-0.2292926535523081,-1.977749062367128,-1.5710977425706176,1,0,0,0
0.49716074405376404,-1.5927942597215277,-0.2615619010664018,0.7706987820947633,0,1,0,0
0.14242573607056525,-0.9128779867188273,0.05649669199323269,1.2676235608039048,0,1,0,0
0.6904853540677682,0.22678604610913541,-1.286130036708791,-0.8571764037774298,0,1,0,1
-0.42725264633653426,1.3190131977413961,-0.03447486503463288,-0.008933867891970693,0,0,1,1
0.15853969107671423,2.809210861229503,0.053752562990502024,-1.7253542620077036,0,1,0,1
0.6255903939673367,-0.5865850850709007,-2.156008006059379,-1.2588064596843365,0,0,1,1
-0.3093465397202384,1.43530015664544,-0.9151246594795012,1.0480295776172526,1,0,0,1
0.45677523755741145,0.2437524804016479,0.4072638937354685,-0.4664165060074345,0,0,1,1
-0.6619259410666513,-0.15124764674637586,0.3870587293957439,-1.1088029749380393,0,1,0,0
-0.3630538465650718,0.4325944517261522,-1.1536749163997606,0.22946036445842968,0,1,0,0
-0.3817378939983291,0.06191648367995918,0.15844805049973495,-0.5224124314310232,0,0,1,0
-1.1958396455890397,0.11039572561221853,1.0224072253604721,-0.4708216577755361,0,1,0,0
0.4869724807855818,-0.4083331628266692,0.7770729589908982,0.7393260256749032,0,0,1,1
-0.46940234020272387,-1.3981096597988507,-0.09528578701393456,-1.1617333589343466,0,1,0,0
0.01249411872768743,-1.5436252025220816,-0.4679763133242924,-0.9053652126818322,1,0,0,0
0.48074665890590895,0.653244883281227,-0.6293444843345044,0.15407999214886864,0,1,0,1
0.4465311760299441,-0.2767000900857134,0.4678197829096571,0.9694097907482053,0,1,0,1
0.6653851089727862,-0.5960888996561666,0.19510397314288802,1.2381603014898497,0,0,1,1
-0.09848548450942361,0.008505626723153567,0.6294040061022004,-0.665061720361623,0,0,1,0
-0.42329831204415375,0.7949322529156275,0.13187381312115198,0.9373769669196479,1,0,0,1
-0.07971821090639905,0.1803639430263982,0.8187639503474419,-0.7841422934704089,1,0,0,0
-1.6873344339580298,-0.6560549366409674,0.09459253295770016,1.8262093469068,1,0,0,0
-1.4471124724230873,1.2262929556489497,0.7846887161316864,-1.1337710254197284,0,1,0,0
-1.3226996123544024,1.579185502981632,0.8708227703666389,1.328478810791731,1,0,0,0
-0.9972468276014818,0.4945566553228533,-0.8045266302248135,-0.6564861068187239,0,1,0,0
0.3997742267234366,0.9736635113440901,-1.808144046870746,2.0132464547946003,0,1,0,1
-0.9054790553600608,1.241959996813811,1.5434928560145533,0.5913207288524843,0,0,1,1
-0.3781625540393897,1.1300993164045137,0.2566587307122617,-1.016016529408222,1,0,0,1
1.2992282977860654,0.6140991771126236,-1.7144858954961215,-0.5222384795425068,0,1,0,1
-0.35626397106142593,0.5983470470748828,-0.7138194972187111,0.7811812052237417,1,0,0,1
0.7375155684670865,0.5196605733465026,0.7718742923698284,1.0526444176155614,0,0,1,1
-0.933617680009877,-1.0973376745470436,-0.279676831132893,-0.07071559172446261,1,0,0,0
-0.20543755786763002,0.7007231568595857,-0.5120614193191271,0.044658280963466405,1,0,0,1
-0.9500220549105812,-1.355813971126554,1.4008818603129667,0.7583530326440655,1,0,0,0
-0.3390330759005625,-0.7945994551250549,-1.0472871463838105,0.13179842701081995,0,0,1,0
0.8403081374573955,1.3035650678080875,-0.7981533577548339,-1.2935048593383758,1,0,0,1
-1.7273204231923487,0.8402201626941975,0.21138647504826755,-0.8129740246401806,0,1,0,0
0.43442364354585733,1.4873982896858626,0.39045493205388226,0.23511994315166507,0,1,0,1
0.2377356023322779,-0.27167438368729224,0.4963430343407315,1.2154824164976936,0,0,1,1
-0.5941499556967944,-1.1522488412767675,0.9112380445689469,1.6159824241620477,1,0,0,0
-1.4460578543884546,-0.24043719707034283,0.19857862068151685,0.7795294207714503,1,0,0,0
0.07212950771386951,0.1020312972405742,0.48938393893840915,0.28729076103636375,0,1,0,1
-0.5294927090638024,0.07898871634000969,-0.2592092593150832,0.748813885982477,1,0,0,0
0.23267621135470395,1.1336804787567016,0.06269830323671424,-0.6667508502068556,0,1,0,1
0.02185214552344288,-0.36127042500344553,0.10753418005363442,-0.15323096025821417,1,0,0,0
1.6017788913209154,0.35203447180292424,0.21509813581903608,-0.8241307213394766,0,1,0,1
-0.23935562747302427,-0.9886271494346061,0.7725398075827608,-1.2487426107077115,1,0,0,0
-1.023497492621865,0.450317278043813,0.555145681944831,0.33354901163620493,0,1,0,0
0.17927563495631615,0.003108550185636745,0.0442170029001831,0.1855133065847436,1,0,0,1
0.21999668397176517,-0.7498133382845175,-0.8091259849410398,0.6876524845090128,0,1,0,0
1.3591875752404365,-0.2358293621748528,0.06767125806270954,0.5461118308924472,1,0,0,1
0.8351112459145785,-0.18417574651522164,-0.028017784895743934,0.24264427132386202,0,0,1,1
0.35687105914950934,-0.2701551293370962,0.19318157981319836,0.5566166656775543,0,1,0,1
1.4633028912195618,1.7713412422676835,2.206525307140402,-0.04268309622747663,1,0,0,1
-1.188763054322851,-0.09844600230787963,-0.5237727785412354,0.4128913952224006,1,0,0,0
-0.6397515327497477,-0.24389611017733773,0.42228901912535954,-0.7261444026863596,1,0,0,0
-0.9265759414055249,-2.0974509576101417,1.0684620672442982,0.3697059256391301,1,0,0,0
-0.38980980315576796,-0.8942073519794773,0.09800191409938289,0.6684176852860094,1,0,0,0
-1.3766861475563088,-0.26307342445635284,2.337845119172165,-0.6696814280722031,0,0,1,0
0.6351509468144043,-0.6858526761766428,-0.3780392917314767,0.05183209899284673,0,1,0,1
-0.22222269709877338,1.381707593377797,0.32408922232004705,-0.6236025096293596,1,0,0,1
-1.4708062945026579,-0.16493777539621862,-0.798805744892982,-0.5265066965161149,0,1,0,0
-1.0155790812075416,1.2884442493182524,-0.35152473514329313,-1.1249293551021546,1,0,0,0
0.3135138474501953,0.061704634050368024,0.2489339103966579,1.2657749251665555,0,0,1,1
0.8381265678943811,0.037227836421576635,0.8463040623077297,1.0656851747200478,1,0,0,1
1.9967308916917865,-0.08879644771250095,0.3190948340235742,0.5374338542273371,0,1,0,1
2.9138624660073296,0.0037962516214591325,1.259114849334736,1.972195951943814,0,0,1,1
0.4144094332759964,1.7187950030498593,-0.09496531059267174,-0.18924569656839169,1,0,0,1
-0.9895381200318641,-2.3196107267512183,-0.33216852983900536,3.0317624151106344,1,0,0,0
-2.132046280731309,-2.001545744438679,2.7039851072793866,-0.22752941536322038,1,0,0,0
0.2677114623438358,-0.5431708310561139,0.39423764944203077,0.25519335175601643,0,0,1,0
-0.812941095310326,0.014527881937568883,-0.7194815459785476,-0.39777791394020817,0,1,0,0
-0.41535726017968533,0.6901044247640123,-0.6942637622480688,0.372325560060305,0,1,0,0
-0.6120967990598081,0.4730871980274752,-0.9426799145313405,0.8356149278862445,0,0,1,0
-0.14079088641638526,-0.3842459128805702,0.9365693558567879,-0.11391639305308393,0,0,1,0
1.0659802307876436,1.0190436932417624,-0.36437729289324183,1.7767198471176207,0,1,0,1
0.15704856744534462,1.030195403152731,0.12736247565648562,0.23914928463346072,0,1,0,1
-0.1586348370386883,0.18405783127156553,-0.06350867443826871,0.2704853861101991,0,1,0,0
-1.0356537528258116,0.9626575724868413,0.7314924079409346,-0.9089976945137175,1,0,0,0
-1.674682944704357,0.2726452634321288,-0.8467440928840201,0.4184990745503845,0,0,1,0
-0.4863079090733309,-0.5614830267828836,-1.0755722861430155,-0.1340272208093656,1,0,0,0
-0.05378255081832049,0.6978168390000047,0.22429730718159427,-0.6082397293372869,1,0,0,1
1.767929913579883,0.11061312257867771,0.600959284699897,-0.7764744081483639,0,0,1,1
0.13027452147288585,0.001339846754486929,0.33253231309764075,2.671763379756685,1,0,0,1
0.9827395110230576,1.4729535721895743,-0.8094537290973276,-0.2634772501790354,1,0,0,1
-0.49929559853915206,-2.4508721285400865,0.6774848420913938,-1.4569854207812678,1,0,0,0
-1.1849437664170246,-1.4176841701595697,-0.7438609270956342,-0.6982214597325725,0,1,0,0
-0.9651167622323719,-1.18707042637437,-0.5215386447863833,-0.051567839476213594,0,0,1,0
-0.7252260645357532,-0.3632606475688056,-0.9439535247220022,0.546667032616485,1,0,0,0
2.1284697324351645,-0.2546081697660301,1.3011583486520308,0.5547965217253135,1,0,0,1
-0.8213866792243861,-1.5073256477730475,0.6334215410273492,0.6766145517765254,0,1,0,0
0.838489203736345,-0.9851580323108263,0.6049933756788733,-0.6448603066373296,0,0,1,1
-0.9029271780870264,-0.8608416785235702,1.2472114211424503,0.34044044350154545,1,0,0,0
0.9315730128742441,2.457424092075892,2.8126492482387233,-0.8760594641105784,0,0,1,1
0.38495096610586316,1.8017419477471466,-1.7092261039101555,-0.6196429830140117,0,0,1,1
-0.1566378976580904,-0.4117494176846493,-0.7383765808771081,-0.9177089745002595,1,0,0,0
-0.040762526135434025,-0.3635832903067989,-0.6161750841745238,-1.1883888545982695,0,0,1,0
-0.6547876954293904,-1.1492039971882941,-0.8508196223826928,1.0642094888580087,0,1,0,0
0.44607220148208054,-1.9081304132252668,-1.0775832476037126,0.6886117009788877,0,1,0,0
-0.45498348034078,-0.11688018640852403,-0.2996530640553656,0.9766653699781299,0,1,0,0
-1.2256057637672482,-0.9978519832440257,-1.216603715289405,0.03931306602429631,0,0,1,0
-1.2779375743196193,-0.08485053166200977,0.3350423675374132,0.7768076988651466,0,0,1,0
0.17258791772211948,-1.6002058490434774,0.051698321428614635,-1.761289404642545,0,0,1,0
1.579091256410435,-0.7619744583102578,0.4810286647636553,0.8630875180453551,0,0,1,1
0.15999161357343825,0.14862709530283086,0.5077284516382525,0.1771198300050302,0,1,0,1
-0.11863832610988256,0.3662095977839374,0.6030068534266765,0.6271096001491656,0,0,1,1
0.2858261396025429,0.41747195874201454,-0.3734089368238823,0.38002329904861315,0,0,1,1
1.3060017417068248,-1.3204889841570373,2.1211434026336673,-0.9870551545368866,1,0,0,1
0.21938250136385634,0.8546857301355617,0.23443111648209775,-1.4980397753910466,1,0,0,1
-0.41092723083373717,-0.8002116966018503,-1.862484752624795,-0.7120541661829632,0,1,0,0
1.1062887100598888,0.6328579146073064,-1.0023757457662175,0.5649172812729122,0,0,1,1
0.4287564384616135,-0.010638676618193147,-1.7405029890278156,0.6900914151753954,1,0,0,1
1.535755991995992,-1.3763874990779479,0.01733462915130733,-1.3679422773818628,0,1,0,1
0.18323443722190613,-0.31619770458118795,-0.12180522405333363,-0.9810993674682146,1,0,0,0
