F1,F3,F2_low,F2_mid,Y
0.30471707975443135,-1.1039886353716615,1.0,0.0,1
-1.0399841062404955,0.3227974640932481,0.0,1.0,0
0.7504511958064572,-1.1500854941523635,0.0,1.0,1
0.9405647163912139,0.7119770229910514,0.0,1.0,1
-1.9510351886538364,-1.18147906792882,0.0,0.0,0
-1.302179506862318,-0.5662949155810063,0.0,1.0,0
0.12784040316728537,-0.624603408215179,0.0,1.0,0
-0.3162425923435822,1.3251467288748389,0.0,1.0,1
-0.016801157504288795,0.33028994561659186,1.0,0.0,0
-0.85304392757358,-0.21173380254439425,1.0,0.0,0
0.8793979748628286,0.4987194410697233,0.0,0.0,1
0.7777919354289483,-2.107192347329688,1.0,0.0,1
0.06603069756121605,-0.043133589640907445,1.0,0.0,1
1.1272412069680329,1.9975141778047627,0.0,0.0,1
0.4675093422520456,0.13234650640267256,1.0,0.0,1
-0.8592924628832382,0.0679131691693355,0.0,1.0,0
0.36875078408249884,0.5481283796421961,0.0,0.0,1
-0.9588826008289989,0.8956052433143455,0.0,1.0,0
0.8784503013072725,-1.9974666928898597,1.0,0.0,0
-0.049925910986252896,-1.6823264817910268,1.0,0.0,1
-0.18486236354526056,0.21029129108614655,0.0,0.0,1
-0.6809295444039414,-0.7148765618975097,1.0,0.0,1
1.2225413386740303,1.3120252622199142,0.0,0.0,1
-0.15452948206880215,-0.3151743898852239,1.0,0.0,0
-0.4283278221631072,-1.9345307357131178,1.0,0.0,0
-0.3521335504882296,-1.268013916843997,0.0,0.0,0
0.5323091855533487,-2.7496760196305754,0.0,0.0,1
0.36544406436407834,-0.23412553728291255,0.0,0.0,0
0.4127326115959884,-0.18838412726438336,0.0,0.0,1
0.43082100300788273,-0.42446270978189776,1.0,0.0,1
2.1416476008704612,1.0788790390297387,0.0,0.0,1
-0.4064150163846156,1.1985198365166936,0.0,0.0,0
-0.5122427290715373,-0.1703884233561112,1.0,0.0,0
-0.8137727282478777,-2.134693667476856,1.0,0.0,0
0.6159794225754956,0.6172815804922585,0.0,0.0,1
1.1289722927208916,0.5553602285085755,1.0,0.0,1
-0.11394745765487507,0.309391570156945,0.0,0.0,1
-0.840156476962528,0.9814797493081158,1.0,0.0,0
-0.8244812156912396,-1.16482809646104,1.0,0.0,0
0.6505927878247011,2.008755386185139,1.0,0.0,1
0.7432541712034423,-0.959427753141868,1.0,0.0,1
0.543154268305195,0.7492229272008546,0.0,0.0,1
-0.6655097072886943,-1.6873476944133516,0.0,0.0,1
0.23216132306671977,-0.9302646872700508,0.0,0.0,1
0.11668580914072822,1.5163686467253361,0.0,0.0,1
0.21868859672901295,-0.2608998230008499,1.0,0.0,1
0.8714287779481898,0.8399226051327979,0.0,0.0,1
0.22359554877468227,0.2369553887192461,0.0,1.0,0
0.6789135630718949,-0.10495815600017268,0.0,1.0,1
0.06757906948889146,1.3638503249326897,0.0,0.0,0
0.28911939868998415,-0.23665882465190033,0.0,0.0,0
0.6312882258385404,-1.7807381075634705,0.0,0.0,1
-1.4571558198556664,-0.8032400919517051,0.0,1.0,0
-0.31967121635730134,0.5511917287016942,0.0,1.0,0
-0.4703726542927955,0.39550910636250813,0.0,0.0,1
-0.6388778482433419,-1.5670582502354382,1.0,0.0,0
-0.27514225122668373,-0.724342519408201,1.0,0.0,0
1.4949413112343959,-0.5817213492022466,0.0,1.0,1
-0.8658311156932432,-0.365469594114225,1.0,0.0,0
0.9682783545914808,-1.3759135886015514,1.0,0.0,1
-1.6828697716158048,-0.6283711081194786,0.0,0.0,0
-0.33488502998577485,-0.7286104852595274,0.0,0.0,0
0.1627530651050056,0.7715332597619193,0.0,1.0,1
0.5862223313592781,0.8091213109902438,0.0,1.0,1
0.711226579792855,-0.145810458088816,0.0,1.0,1
0.7933472351999252,-0.3920397958707315,0.0,0.0,1
-0.3487250722484376,0.1399243120391134,0.0,1.0,0
-0.46235179266456716,-0.8165751074555749,1.0,0.0,0
0.8579758812571538,-1.146832082167441,0.0,1.0,1
-0.1913043248816149,-0.9402212089257169,0.0,1.0,0
-1.2756863233379219,-0.6348131639714567,0.0,0.0,0
-1.1332872140034806,-1.163473799792271,0.0,0.0,0
-0.9194522860016113,0.16205955906287475,0.0,0.0,0
0.49716074405376404,0.7297156737837084,0.0,1.0,1
0.14242573607056525,-1.5870983007982418,0.0,1.0,1
0.6904853540677682,0.02512871121603335,0.0,1.0,1
-0.42725264633653426,-0.21993579526633558,1.0,0.0,0
0.15853969107671423,0.3415086855368029,0.0,0.0,1
0.6255903939673367,-0.012938768103588062,0.0,0.0,1
-0.3093465397202384,-1.4535992799316308,0.0,0.0,0
0.45677523755741145,-1.2623892988571654,1.0,0.0,1
-0.6619259410666513,0.029423575584972723,1.0,0.0,0
-0.3630538465650718,1.0287809197455093,0.0,0.0,0
-0.3817378939983291,-2.214187371043003,0.0,1.0,0
-1.1958396455890397,0.34572657980157995,0.0,0.0,0
0.4869724807855818,1.1896220052876432,0.0,1.0,0
-0.46940234020272387,-0.1530258762062131,0.0,1.0,0
0.01249411872768743,0.5502024960264408,0.0,1.0,0
0.48074665890590895,-0.7030690808978022,0.0,0.0,1
0.4465311760299441,-0.11936619927687682,0.0,1.0,1
0.6653851089727862,-1.6209135183081516,0.0,0.0,1
-0.09848548450942361,-2.344343308418874,1.0,0.0,0
