F1,F2,F3,F4_B,F4_C,F5_low,Y
0.30471707975443135,0.4792471672621087,-0.38365677280966626,1.0,0.0,0.0,1
-1.0399841062404955,-0.04086756835114284,0.709185305650384,0.0,1.0,0.0,0
0.7504511958064572,-0.20368420513293187,0.19885766809898048,0.0,0.0,1.0,1
0.9405647163912139,-0.31847595619025926,-0.7619943562934658,0.0,1.0,0.0,1
-1.9510351886538364,-0.8338330684157986,-0.3855804549563921,1.0,0.0,0.0,0
-1.302179506862318,0.1422591161447867,1.848817159385717,0.0,1.0,1.0,0
0.12784040316728537,1.3828809289194155,-0.5754542908646217,0.0,0.0,0.0,1
-0.3162425923435822,1.4465996377643546,0.23848271122021056,0.0,1.0,1.0,1
-0.016801157504288795,0.11994866968525546,-0.20407561820548514,0.0,0.0,0.0,0
-0.85304392757358,-0.09505801285529732,0.6381832410523005,0.0,1.0,1.0,0
0.8793979748628286,-0.4609927182241989,-0.08703983462212996,1.0,0.0,1.0,1
0.7777919354289483,-0.694924450860633,0.03409591974633419,1.0,0.0,0.0,1
0.06603069756121605,1.9150908939206948,1.4838817386387073,0.0,0.0,1.0,1
1.1272412069680329,1.7364082081440255,1.779074888925723,1.0,0.0,1.0,1
0.4675093422520456,-0.6148100137247999,0.6222804569674759,0.0,0.0,1.0,1
-0.8592924628832382,-1.077464794834458,-0.8375381221378819,1.0,0.0,0.0,0
0.36875078408249884,0.1163788123712209,0.6904291822668123,0.0,1.0,0.0,1
-0.9588826008289989,0.4264447099030312,0.4247969024932509,0.0,0.0,1.0,0
0.8784503013072725,-0.46506653786952556,-1.1250304945895835,0.0,0.0,0.0,1
-0.049925910986252896,-1.0503149394236024,-0.24880283095069453,0.0,0.0,1.0,1
-0.18486236354526056,0.19361423628486268,1.3459413088501408,0.0,0.0,0.0,1
-0.6809295444039414,-0.6235023612331885,-0.502902024901215,0.0,0.0,1.0,0
1.2225413386740303,1.1229179562205627,0.10629168501807404,0.0,0.0,0.0,1
-0.15452948206880215,0.11247421419032064,0.7544806411309909,1.0,0.0,0.0,0
-0.4283278221631072,0.5116139041432554,1.0292853779269484,0.0,0.0,1.0,1
-0.3521335504882296,1.1218639160956816,0.8804067107427951,0.0,1.0,1.0,0
0.5323091855533487,-1.5349593477128327,1.3581576559332649,0.0,1.0,1.0,1
0.36544406436407834,0.23957181983315554,1.98128294328124,0.0,1.0,1.0,1
0.4127326115959884,-0.364059403474524,0.12244577083598249,1.0,0.0,0.0,1
0.43082100300788273,-0.3585190719836054,0.16768879564180192,0.0,0.0,0.0,1
2.1416476008704612,-0.7363227958692048,0.9841325805573545,0.0,1.0,0.0,1
-0.4064150163846156,-0.3018202042795617,1.0378578081596563,0.0,0.0,1.0,0
-0.5122427290715373,0.5551508538075345,0.48385990772971893,1.0,0.0,0.0,0
-0.8137727282478777,0.5950481760308973,1.1334395025866444,1.0,0.0,1.0,0
0.6159794225754956,-1.119333261196233,-1.2108623275034276,0.0,1.0,0.0,0
1.1289722927208916,0.8181506131010822,-0.5006819631201285,1.0,0.0,0.0,1
-0.11394745765487507,1.127171439130568,-0.7574481445845618,0.0,1.0,0.0,0
-0.840156476962528,0.6018173279199692,0.8701541964150399,0.0,1.0,0.0,0
-0.8244812156912396,-2.7253739956182343,0.5985291208985106,1.0,0.0,0.0,0
0.6505927878247011,-0.3762150092260566,1.3220550386559031,0.0,1.0,1.0,1
0.7432541712034423,-0.10704021786275497,-0.2859988468942803,0.0,0.0,0.0,1
0.543154268305195,-0.3853990827639757,-0.3121385112960509,0.0,1.0,0.0,0
-0.6655097072886943,0.1525692775171832,-0.33057703635641306,0.0,0.0,1.0,0
0.23216132306671977,2.040413029100827,0.21397105843603959,0.0,1.0,0.0,1
0.11668580914072822,-0.3629648812832522,-0.6903608430708386,1.0,0.0,1.0,1
0.21868859672901295,0.47555023836282456,0.48561423162271267,0.0,1.0,0.0,1
0.8714287779481898,-0.7475996192380046,-0.5341901238502835,0.0,0.0,0.0,1
0.22359554877468227,-0.19655629668290714,1.2544130959315378,1.0,0.0,0.0,0
0.6789135630718949,-1.5657637187567304,-0.9805963927261506,0.0,1.0,1.0,1
0.06757906948889146,-1.5197460617138114,-0.050239176000081154,0.0,0.0,1.0,1
0.28911939868998415,-1.2744211696563288,-0.5478092243495082,0.0,0.0,0.0,1
0.6312882258385404,-0.7898381528500231,-0.17496747044018315,0.0,0.0,1.0,1
-1.4571558198556664,0.4701485067270078,1.299255327096355,0.0,0.0,1.0,0
-0.31967121635730134,1.5631835466093795,0.6230007921839177,1.0,0.0,1.0,0
-0.4703726542927955,-1.548048708621489,-0.5538868050479263,1.0,0.0,1.0,0
-0.6388778482433419,-1.038454105690742,-1.3599035714744294,0.0,0.0,1.0,0
-0.27514225122668373,1.0712172789244638,0.7867281507858651,0.0,0.0,1.0,0
1.4949413112343959,-0.12899061645788934,-0.03552990689146502,0.0,0.0,1.0,1
-0.8658311156932432,-0.7002719566356338,-1.1277328881545716,0.0,1.0,0.0,1
0.9682783545914808,0.3010604443832162,-0.8686989739754789,0.0,1.0,0.0,0
-1.6828697716158048,-0.364896439500944,-0.3612183533193447,0.0,0.0,1.0,0
-0.33488502998577485,0.7440373718185876,0.46500030745380283,0.0,0.0,1.0,1
0.1627530651050056,0.3083131638362872,-0.01133869595808415,0.0,0.0,1.0,0
0.5862223313592781,-1.3698595251372787,-1.4863424059334034,0.0,1.0,0.0,1
0.711226579792855,1.4375040510417407,-1.0442333902303171,0.0,1.0,0.0,1
0.7933472351999252,0.8765693519979083,0.5652966784185055,0.0,1.0,1.0,1
-0.3487250722484376,-0.2644771306641175,1.3703813412034043,0.0,0.0,0.0,1
-0.46235179266456716,-0.6292768117367384,0.8952309832717964,1.0,0.0,1.0,0
0.8579758812571538,-0.07177215144007353,-0.0277235813556277,0.0,0.0,1.0,1
-0.1913043248816149,0.06934409211222244,0.07383587760607713,0.0,1.0,0.0,1
-1.2756863233379219,-0.013436620588166932,-2.7580370456269447,1.0,0.0,0.0,0
-1.1332872140034806,1.935041965905522,1.2923535714294232,0.0,0.0,1.0,0
-0.9194522860016113,-0.41998403642914944,0.39655853068564323,0.0,1.0,0.0,0
0.49716074405376404,-0.1540921450986465,-0.608738040484926,1.0,0.0,0.0,1
0.14242573607056525,-1.43105111089272,-0.21210747144591385,1.0,0.0,1.0,1
0.6904853540677682,-0.7179080678941361,0.42112373263329483,0.0,0.0,1.0,1
-0.42725264633653426,0.11236419956612181,-0.5519914770946377,0.0,0.0,1.0,0
0.15853969107671423,-0.6280375275354225,-0.4971583158887754,0.0,1.0,0.0,1
0.6255903939673367,-0.8724913039752996,0.8703308659997206,0.0,0.0,1.0,1
-0.3093465397202384,2.814669546631266,1.1372430150509885,0.0,0.0,0.0,0
0.45677523755741145,1.1719546715890314,0.7421388769735343,0.0,1.0,0.0,0
-0.6619259410666513,1.0970175480813948,-0.686474210186137,0.0,0.0,0.0,0
-0.3630538465650718,1.3035406030059344,0.2849789928533679,1.0,0.0,0.0,1
-0.3817378939983291,-3.0471635538623807,-0.9153137315764968,0.0,1.0,0.0,0
-1.1958396455890397,0.5470617686342372,0.11686421798285879,1.0,0.0,0.0,0
0.4869724807855818,2.0553830591906506,-0.20234729304925286,1.0,0.0,0.0,1
-0.46940234020272387,0.6845690133090538,-0.49610537561011353,0.0,0.0,1.0,0
0.01249411872768743,1.0151032328663163,-0.8782858615984583,1.0,0.0,1.0,1
0.48074665890590895,0.5263944726775569,0.7022524234259363,1.0,0.0,0.0,1
0.4465311760299441,-0.5422273582359474,-0.04826787521102157,1.0,0.0,0.0,1
0.6653851089727862,0.5589733575104224,1.5702511513021686,0.0,0.0,1.0,1
-0.09848548450942361,0.27074750370245276,1.0195550865390264,0.0,0.0,1.0,0
-0.42329831204415375,0.8228590010002759,-0.8057046504009419,0.0,1.0,1.0,1
-0.07971821090639905,0.038774634585282026,0.47107884416549767,0.0,1.0,0.0,0
-1.6873344339580298,-0.4107789238437458,-0.5775980537902752,0.0,1.0,0.0,0
-1.4471124724230873,-1.8310110332917182,-0.6389082125939803,0.0,0.0,0.0,0
-1.3226996123544024,-0.23685688490688003,0.6506992126222051,0.0,1.0,0.0,0
-0.9972468276014818,-2.71891248213383,-0.39923581977971284,0.0,0.0,1.0,0
0.3997742267234366,1.5381895361360085,0.4419007746781667,1.0,0.0,1.0,1
-0.9054790553600608,-0.571092286424111,-1.8232673123637033,0.0,0.0,1.0,0
-0.3781625540393897,1.3539030766614708,0.7786304232034059,0.0,1.0,0.0,0
1.2992282977860654,-0.2782188958665593,-0.39937631303413723,0.0,0.0,0.0,1
-0.35626397106142593,0.9233706303698334,0.12563168750539505,0.0,1.0,0.0,1
0.7375155684670865,1.0946294150112226,0.05397958838109826,0.0,0.0,1.0,1
-0.933617680009877,-2.015521157708082,-1.663501311010247,0.0,1.0,1.0,0
-0.20543755786763002,-0.4255858735740588,-1.004270137875641,1.0,0.0,0.0,1
-0.9500220549105812,0.5720672944826471,-0.27222116218443226,0.0,0.0,1.0,0
-0.3390330759005625,2.9531168893113566,1.3226343245746794,0.0,0.0,0.0,0
0.8403081374573955,2.7907574806971014,0.12877741568010492,0.0,1.0,0.0,1
-1.7273204231923487,0.1798748644240404,1.747583566082577,0.0,0.0,1.0,0
0.43442364354585733,-0.727682234569015,0.7993334020448402,0.0,0.0,0.0,0
0.2377356023322779,-0.7943127912934416,0.1316232982864843,1.0,0.0,0.0,0
-0.5941499556967944,0.41635281333781815,1.0362999428248205,0.0,0.0,1.0,0
-1.4460578543884546,-0.24635905923984516,-0.9286573367524225,0.0,0.0,0.0,0
0.07212950771386951,-0.7860770640429084,-0.11615467365429735,1.0,0.0,0.0,1
-0.5294927090638024,1.107302250106467,-0.22117527454570965,0.0,1.0,0.0,1
0.23267621135470395,0.9034974131139046,1.0058521506514317,0.0,1.0,1.0,1
0.02185214552344288,0.2052208194739556,-0.7325083891573047,0.0,1.0,0.0,1
1.6017788913209154,-0.3589680499105969,0.3161004750910968,0.0,0.0,1.0,1
-0.23935562747302427,-1.4165059483687399,0.4197033725214319,1.0,0.0,0.0,1
-1.023497492621865,-0.4371628606495566,-1.6219068611139245,0.0,0.0,1.0,0
0.17927563495631615,-1.0432206598873544,-1.6714805326679472,0.0,1.0,0.0,1
0.21999668397176517,-0.8826248232099208,-0.8021819624295204,1.0,0.0,1.0,0
1.3591875752404365,1.401733336600826,-0.7371624326166023,0.0,0.0,1.0,1
0.8351112459145785,1.0608632934320783,-0.7842238330671185,0.0,1.0,0.0,1
0.35687105914950934,-1.677208213315211,0.11748506149587962,0.0,0.0,0.0,1
1.4633028912195618,0.4638418793255665,0.8211384803067343,0.0,0.0,0.0,1
-1.188763054322851,0.9566459224807956,0.21301276129097985,0.0,1.0,0.0,0
-0.6397515327497477,-0.6016180495487169,-0.6472171359022393,1.0,0.0,0.0,0
-0.9265759414055249,-1.1172565087362332,-1.6878416723379066,0.0,1.0,1.0,0
-0.38980980315576796,-0.8633212612650975,-0.7480601566646436,1.0,0.0,0.0,1
-1.3766861475563088,-0.37703470485981594,-0.9061187801373926,0.0,1.0,0.0,0
0.6351509468144043,0.10828567068380075,-0.02837444627441738,1.0,0.0,1.0,1
-0.22222269709877338,0.2823580770682902,1.0657435133688253,0.0,0.0,0.0,1
-1.4708062945026579,-0.8753992014242278,-0.17309581528529094,0.0,0.0,0.0,0
-1.0155790812075416,-2.0965852729500907,-0.38169737748316507,0.0,1.0,0.0,0
0.3135138474501953,0.08158934517927062,0.522990801004647,0.0,0.0,1.0,1
0.8381265678943811,0.48894575753231195,0.5165801402309563,1.0,0.0,0.0,1
1.9967308916917865,-0.4749130559883382,1.4419799846276091,0.0,0.0,1.0,1
2.9138624660073296,-0.16423505137389952,-0.4222105947549811,0.0,0.0,1.0,1
0.4144094332759964,0.32182733633129973,-2.2464794522237246,1.0,0.0,1.0,1
-0.9895381200318641,1.1529969272566007,2.0946459230075787,0.0,0.0,1.0,0
-2.132046280731309,-0.19691725080866215,0.09941480793629426,1.0,0.0,1.0,0
0.2677114623438358,1.0831199748341207,1.0556294774244739,0.0,1.0,1.0,0
-0.812941095310326,-2.102883997570997,-1.1276778559884582,0.0,0.0,1.0,0
